central,fecha (mm-aaaa),caudal (m^3/s)
laja_i,11-1989,10.82
laja_i,12-1989,10.56
laja_i,01-1990,6.83
laja_i,02-1990,7.73
laja_i,03-1990,11.0
laja_i,04-1990,9.33
laja_i,05-1990,7.62
laja_i,06-1990,5.2
laja_i,07-1990,22.01
laja_i,08-1990,8.32
laja_i,09-1990,5.1
laja_i,10-1990,10.26
laja_i,11-1990,16.16
laja_i,12-1990,9.65
laja_i,01-1991,3.45
laja_i,02-1991,2.59
laja_i,03-1991,9.58
laja_i,04-1991,20.72
laja_i,05-1991,37.85
laja_i,06-1991,47.37
laja_i,07-1991,15.1
laja_i,08-1991,16.23
laja_i,09-1991,10.33
laja_i,10-1991,7.04
laja_i,11-1991,8.27
laja_i,12-1991,5.9
laja_i,01-1992,11.98
laja_i,02-1992,10.71
laja_i,03-1992,14.0
laja_i,04-1992,2.78
laja_i,05-1992,28.32
laja_i,06-1992,39.7
laja_i,07-1992,38.45
laja_i,08-1992,24.29
laja_i,09-1992,20.97
laja_i,10-1992,17.45
laja_i,11-1992,15.31
laja_i,12-1992,15.26
laja_i,01-1993,7.72
laja_i,02-1993,4.81
laja_i,03-1993,4.77
laja_i,04-1993,13.17
laja_i,05-1993,16.04
laja_i,06-1993,30.23
laja_i,07-1993,33.81
laja_i,08-1993,25.16
laja_i,09-1993,35.47
laja_i,10-1993,50.79
laja_i,11-1993,31.4
laja_i,12-1993,16.81
laja_i,01-1994,3.06
laja_i,02-1994,1.13
laja_i,03-1994,1.06
laja_i,04-1994,3.03
laja_i,05-1994,3.0
laja_i,06-1994,12.47
laja_i,07-1994,24.42
laja_i,08-1994,32.29
laja_i,09-1994,14.5
laja_i,10-1994,19.68
laja_i,11-1994,13.94
laja_i,12-1994,6.15
laja_i,01-1995,19.66
laja_i,02-1995,6.69
laja_i,03-1995,7.34
laja_i,04-1995,11.32
laja_i,05-1995,11.49
laja_i,06-1995,65.41
laja_i,07-1995,86.68
laja_i,08-1995,28.39
laja_i,09-1995,4.27
laja_i,10-1995,34.29
laja_i,11-1995,21.64
laja_i,12-1995,11.22
laja_i,01-1996,12.89
laja_i,02-1996,5.67
laja_i,03-1996,3.91
laja_i,04-1996,3.55
laja_i,05-1996,8.95
laja_i,06-1996,45.63
laja_i,07-1996,81.89
laja_i,08-1996,83.54
laja_i,09-1996,71.51
laja_i,10-1996,32.36
laja_i,11-1996,8.17
laja_i,12-1996,1.12
laja_i,01-1997,1.0
laja_i,02-1997,1.0
laja_i,03-1997,1.0
laja_i,04-1997,29.66
laja_i,05-1997,40.81
laja_i,06-1997,31.33
laja_i,07-1997,15.06
laja_i,08-1997,1.58
laja_i,09-1997,9.47
laja_i,10-1997,14.32
laja_i,11-1997,4.79
laja_i,12-1997,1.0
laja_i,01-1998,20.48
laja_i,02-1998,1.53
laja_i,03-1998,6.37
laja_i,04-1998,1.0
laja_i,05-1998,1.74
laja_i,06-1998,18.92
laja_i,07-1998,11.7
laja_i,08-1998,17.43
laja_i,09-1998,37.13
laja_i,10-1998,17.87
laja_i,11-1998,8.57
laja_i,12-1998,4.28
laja_i,01-1999,8.74
laja_i,02-1999,13.7
laja_i,03-1999,7.86
laja_i,04-1999,5.91
laja_i,05-1999,10.88
laja_i,06-1999,32.56
laja_i,07-1999,31.83
laja_i,08-1999,17.35
laja_i,09-1999,20.63
laja_i,10-1999,19.03
laja_i,11-1999,18.62
laja_i,12-1999,15.74
laja_i,01-2000,16.83
laja_i,02-2000,5.94
laja_i,03-2000,8.04
laja_i,04-2000,13.69
laja_i,05-2000,21.92
laja_i,06-2000,64.07
laja_i,07-2000,113.13
laja_i,08-2000,69.49
laja_i,09-2000,89.51
laja_i,10-2000,72.67
laja_i,11-2000,53.99
laja_i,12-2000,40.27
laja_i,01-2001,1.0
laja_i,02-2001,1.1
laja_i,03-2001,1.45
laja_i,04-2001,8.77
laja_i,05-2001,49.95
laja_i,06-2001,86.43
laja_i,07-2001,94.81
laja_i,08-2001,9.1
laja_i,09-2001,3.67
laja_i,10-2001,5.2
laja_i,11-2001,2.37
laja_i,12-2001,1.0
laja_i,01-2002,1.0
laja_i,02-2002,7.11
laja_i,03-2002,8.47
laja_i,04-2002,2.53
laja_i,05-2002,1.77
laja_i,06-2002,7.2
laja_i,07-2002,18.0
laja_i,08-2002,82.29
laja_i,09-2002,39.22
laja_i,10-2002,24.94
laja_i,11-2002,10.23
laja_i,12-2002,2.47
laja_i,01-2003,1.15
laja_i,02-2003,1.0
laja_i,03-2003,1.0
laja_i,04-2003,12.07
laja_i,05-2003,3.94
laja_i,06-2003,79.8
laja_i,07-2003,55.58
laja_i,08-2003,32.13
laja_i,09-2003,15.53
laja_i,10-2003,2.81
laja_i,11-2003,1.21
laja_i,12-2003,1.07
laja_i,01-2004,7.77
laja_i,02-2004,3.94
laja_i,03-2004,8.17
laja_i,04-2004,1.0
laja_i,05-2004,1.0
laja_i,06-2004,8.03
laja_i,07-2004,17.03
laja_i,08-2004,17.71
laja_i,09-2004,21.1
laja_i,10-2004,15.3
laja_i,11-2004,10.98
laja_i,12-2004,8.91
laja_i,01-2005,2.53
laja_i,02-2005,2.33
laja_i,03-2005,1.54
laja_i,04-2005,9.51
laja_i,05-2005,26.17
laja_i,06-2005,97.33
laja_i,07-2005,112.61
laja_i,08-2005,30.65
laja_i,09-2005,21.37
laja_i,10-2005,9.63
laja_i,11-2005,4.73
laja_i,12-2005,3.6
laja_i,01-2006,2.85
laja_i,02-2006,1.0
laja_i,03-2006,1.0
laja_i,04-2006,5.48
laja_i,05-2006,2.48
laja_i,06-2006,32.47
laja_i,07-2006,89.87
laja_i,08-2006,14.06
laja_i,09-2006,3.2
laja_i,10-2006,1.68
laja_i,11-2006,2.14
laja_i,12-2006,9.94
laja_i,01-2007,1.04
laja_i,02-2007,1.02
laja_i,03-2007,1.98
laja_i,04-2007,1.0
laja_i,05-2007,1.0
laja_i,06-2007,1.0
laja_i,07-2007,1.0
laja_i,08-2007,2.1
laja_i,09-2007,1.57
laja_i,10-2007,4.03
laja_i,11-2007,1.87
laja_i,12-2007,2.66
laja_i,01-2008,2.32
laja_i,02-2008,6.03
laja_i,03-2008,4.65
laja_i,04-2008,1.83
laja_i,05-2008,61.9
laja_i,06-2008,57.6
laja_i,07-2008,24.35
laja_i,08-2008,18.48
laja_i,09-2008,6.87
laja_i,10-2008,5.05
laja_i,11-2008,3.5
laja_i,12-2008,7.44
laja_i,01-2009,4.75
laja_i,02-2009,16.6
laja_i,03-2009,14.83
laja_i,04-2009,9.39
laja_i,05-2009,27.09
laja_i,06-2009,51.8
laja_i,07-2009,51.06
laja_i,08-2009,40.97
laja_i,09-2009,38.96
laja_i,10-2009,25.55
laja_i,11-2009,23.91
laja_i,12-2009,8.92
laja_i,01-2010,1.0
laja_i,02-2010,1.18
laja_i,03-2010,3.28
laja_i,04-2010,21.38
laja_i,05-2010,26.35
laja_i,06-2010,28.7
laja_i,07-2010,42.87
laja_i,08-2010,44.01
laja_i,09-2010,15.59
laja_i,10-2010,5.63
laja_i,11-2010,2.96
laja_i,12-2010,1.16
laja_i,01-2011,2.12
laja_i,02-2011,7.71
laja_i,03-2011,8.39
laja_i,04-2011,7.37
laja_i,05-2011,8.65
laja_i,06-2011,18.03
laja_i,07-2011,27.74
laja_i,08-2011,33.65
laja_i,09-2011,22.91
laja_i,10-2011,10.05
laja_i,11-2011,4.37
laja_i,12-2011,1.3
laja_i,01-2012,4.07
laja_i,02-2012,6.61
laja_i,03-2012,7.69
laja_i,04-2012,7.87
laja_i,05-2012,19.62
laja_i,06-2012,39.56
laja_i,07-2012,32.23
laja_i,08-2012,22.06
laja_i,09-2012,13.22
laja_i,10-2012,7.81
laja_i,11-2012,2.0
laja_i,12-2012,9.83
laja_i,01-2013,1.86
laja_i,02-2013,1.58
laja_i,03-2013,2.52
laja_i,04-2013,8.77
laja_i,05-2013,15.73
laja_i,06-2013,15.23
laja_i,07-2013,31.9
laja_i,08-2013,10.83
laja_i,09-2013,4.06
laja_i,10-2013,9.07
laja_i,11-2013,6.7
laja_i,12-2013,2.1
laja_i,01-2014,11.35
laja_i,02-2014,11.02
laja_i,03-2014,19.64
laja_i,04-2014,3.94
laja_i,05-2014,1.78
laja_i,06-2014,12.53
laja_i,07-2014,30.73
laja_i,08-2014,22.95
laja_i,09-2014,20.13
laja_i,10-2014,1.04
laja_i,11-2014,6.03
laja_i,12-2014,10.68
laja_i,01-2015,8.07
laja_i,02-2015,8.71
laja_i,03-2015,11.25
laja_i,04-2015,8.68
laja_i,05-2015,21.45
laja_i,06-2015,11.81
laja_i,07-2015,14.08
laja_i,08-2015,9.66
laja_i,09-2015,2.42
laja_i,10-2015,1.0
laja_i,11-2015,2.08
laja_i,12-2015,7.27
laja_i,01-2016,1.7754729729729728
laja_i,02-2016,3.2321428571428563
laja_i,03-2016,1.9208059564119107
laja_i,04-2016,39.253002235078974
laja_i,05-2016,34.349635416666665
laja_i,06-2016,1.3964285714285714
laja_i,07-2016,4.821875
laja_i,08-2016,1.0
laja_i,09-2016,8.48635451233634
laja_i,10-2016,3.260970002647562
laja_i,11-2016,5.749618970772818
laja_i,12-2016,4.939663786119362
laja_i,01-2017,3.712637129171816
laja_i,02-2017,3.178571428571428
laja_i,03-2017,8.620238700544046
laja_i,04-2017,6.737812466473175
laja_i,05-2017,20.420192255813774
laja_i,06-2017,19.094066176913454
laja_i,07-2017,3.1523829943641277
laja_i,08-2017,2.766272321428572
laja_i,09-2017,11.877798960451305
laja_i,10-2017,14.223444994679665
laja_i,11-2017,6.894726540763344
laja_i,12-2017,5.262071303441546
laja_i,01-2018,1.7618042883211682
laja_i,02-2018,1.0178571428571423
laja_i,03-2018,9.276919642857143
laja_i,04-2018,6.4956854224983
laja_i,05-2018,6.780771404524943
laja_i,06-2018,14.735306618372016
laja_i,07-2018,14.785632246281054
laja_i,08-2018,7.691264124239405
laja_i,09-2018,11.449363551472002
laja_i,10-2018,9.176710726527045
laja_i,11-2018,5.502086189127529
laja_i,12-2018,4.940619871911752
laja_i,01-2019,0.44252607002593475
laja_i,02-2019,0.92044144230857
laja_i,03-2019,1.8991451612903223
laja_i,04-2019,9.53333333333333
laja_i,05-2019,3.67243817497799
laja_i,06-2019,15.93333333333333
laja_i,07-2019,4.441935483870967
laja_i,08-2019,2.580902253902022
laja_i,09-2019,10.886199814304273
laja_i,10-2019,6.314100000000019
laja_i,11-2019,2.2683477997292147
laja_i,12-2019,0.45568741935483703
laja_i,01-2020,4.210913617678571
laja_i,02-2020,3.886330322142858
laja_i,03-2020,3.7711156517678566
laja_i,04-2020,3.9011801986964283
laja_i,05-2020,4.286469192857143
laja_i,06-2020,8.722980105357141
laja_i,07-2020,26.51307214285714
laja_i,08-2020,9.90042095357143
laja_i,09-2020,6.405898953571431
laja_i,10-2020,6.630412485714286
laja_i,11-2020,5.143017513875002
laja_i,12-2020,3.795740561035714
laja_i,01-2021,3.804533053571429
laja_i,02-2021,3.799681
laja_i,03-2021,3.786872909714286
laja_i,04-2021,3.767226579642857
laja_i,05-2021,4.420456290214286
laja_i,06-2021,17.001411316071433
laja_i,07-2021,4.146793182142858
laja_i,08-2021,9.637708639732143
laja_i,09-2021,8.063718126785714
laja_i,10-2021,5.195498562500001
laja_i,11-2021,3.863316819642857
laja_i,12-2021,3.7859485742142858
laja_i,01-2022,3.800379690851382
laja_i,02-2022,3.78848932593333
laja_i,03-2022,3.77276240695753
laja_i,04-2022,8.633062721869257
laja_i,05-2022,5.096580680130449
laja_i,06-2022,7.3669970845343915
laja_i,07-2022,19.94324403164707
laja_i,08-2022,17.935836017933696
laja_i,09-2022,8.49986648292155
laja_i,10-2022,9.233772688498936
laja_i,11-2022,5.576669982426068
laja_i,12-2022,3.829418285038501
laja_i,01-2023,0.26606111583442976
laja_i,02-2023,2.2620458368758225
laja_i,03-2023,0.0
laja_i,04-2023,1.1612326612094954
laja_i,05-2023,22.938721033883976
laja_i,06-2023,119.98767793999716
laja_i,07-2023,106.14106279983149
laja_i,08-2023,92.7121875
laja_i,09-2023,121.67013392857143
laja_i,10-2023,38.628571428571426
laja_i,11-2023,14.944149207530037
laja_i,12-2023,0.0160611158344297
tucapel,01-1960,33.79606356819099
tucapel,02-1960,42.41345807259658
tucapel,03-1960,46.27323448258855
tucapel,04-1960,31.83486945475995
tucapel,05-1960,22.366071599845306
tucapel,06-1960,69.75940496667741
tucapel,07-1960,80.86223998258043
tucapel,08-1960,66.15469440249413
tucapel,09-1960,60.345859054594925
tucapel,10-1960,44.936236042989016
tucapel,11-1960,30.644132045167073
tucapel,12-1960,29.750124469449016
tucapel,01-1961,32.872506309928156
tucapel,02-1961,34.37450239735557
tucapel,03-1961,31.774310658226263
tucapel,04-1961,50.21320971214418
tucapel,05-1961,43.90537234237999
tucapel,06-1961,55.70477801100898
tucapel,07-1961,27.561957052623498
tucapel,08-1961,37.26647403284322
tucapel,09-1961,34.20322754370293
tucapel,10-1961,34.77530722000952
tucapel,11-1961,33.808427173065425
tucapel,12-1961,32.783641850169104
tucapel,01-1962,47.52345379861721
tucapel,02-1962,40.07981159267052
tucapel,03-1962,41.116982094929874
tucapel,04-1962,15.29837340776843
tucapel,05-1962,23.258675538115014
tucapel,06-1962,21.782504656661708
tucapel,07-1962,26.749926577778588
tucapel,08-1962,25.729732893805135
tucapel,09-1962,26.63205786035766
tucapel,10-1962,54.03572264749364
tucapel,11-1962,49.89410568088931
tucapel,12-1962,47.027577648403934
tucapel,01-1963,62.58425717471009
tucapel,02-1963,44.06044200379759
tucapel,03-1963,33.197881304106865
tucapel,04-1963,29.812282273462205
tucapel,05-1963,20.30544528173974
tucapel,06-1963,16.770340058349838
tucapel,07-1963,54.327971845637045
tucapel,08-1963,57.46345315504021
tucapel,09-1963,76.75240546578064
tucapel,10-1963,58.43907251609646
tucapel,11-1963,101.83132279057776
tucapel,12-1963,90.82496516706678
tucapel,01-1964,32.19049746920051
tucapel,02-1964,8.316968980753103
tucapel,03-1964,18.745784868566304
tucapel,04-1964,22.45424730213077
tucapel,05-1964,27.37913325371979
tucapel,06-1964,21.157030269195108
tucapel,07-1964,26.12408534796601
tucapel,08-1964,28.679617637555683
tucapel,09-1964,43.62381281806789
tucapel,10-1964,58.984960195662
tucapel,11-1964,57.71064240910836
tucapel,12-1964,46.33649578859887
tucapel,01-1965,28.671275595101122
tucapel,02-1965,23.60632642142249
tucapel,03-1965,23.008404768101943
tucapel,04-1965,21.729881686653634
tucapel,05-1965,27.118584961981412
tucapel,06-1965,69.04536119409502
tucapel,07-1965,69.39819123100602
tucapel,08-1965,106.87596361015414
tucapel,09-1965,51.70219706862451
tucapel,10-1965,56.63796608266151
tucapel,11-1965,60.43857255801696
tucapel,12-1965,83.08755455523603
tucapel,01-1966,46.73507622318514
tucapel,02-1966,37.009467713703906
tucapel,03-1966,33.85461537109294
tucapel,04-1966,24.727221943973728
tucapel,05-1966,22.801565276921263
tucapel,06-1966,50.082879565949455
tucapel,07-1966,95.22415230472974
tucapel,08-1966,55.9387484923165
tucapel,09-1966,53.963047289795256
tucapel,10-1966,37.99931977257732
tucapel,11-1966,37.68513372579979
tucapel,12-1966,88.88460339030432
tucapel,01-1967,21.70686375331736
tucapel,02-1967,24.681005385430495
tucapel,03-1967,19.15523903816331
tucapel,04-1967,26.175463032489592
tucapel,05-1967,36.84164593383335
tucapel,06-1967,35.945268105949786
tucapel,07-1967,41.12002078514491
tucapel,08-1967,76.64555213132772
tucapel,09-1967,72.47900252089869
tucapel,10-1967,73.6086914669144
tucapel,11-1967,47.6079166455402
tucapel,12-1967,30.539944413204438
tucapel,01-1968,26.39090524494643
tucapel,02-1968,24.635680280120575
tucapel,03-1968,21.117296932303148
tucapel,04-1968,17.396418410078525
tucapel,05-1968,19.088037491630416
tucapel,06-1968,18.192722646231573
tucapel,07-1968,19.699156310859166
tucapel,08-1968,28.664908242874887
tucapel,09-1968,19.162717809987846
tucapel,10-1968,20.923708127377086
tucapel,11-1968,25.262014111595835
tucapel,12-1968,21.657343488118457
tucapel,01-1969,30.4695657599044
tucapel,02-1969,0.9965991778137664
tucapel,03-1969,7.09913377644556
tucapel,04-1969,23.962399950600762
tucapel,05-1969,51.93047571681829
tucapel,06-1969,63.68425123696635
tucapel,07-1969,15.587515440524282
tucapel,08-1969,61.584299445042014
tucapel,09-1969,32.94192360972995
tucapel,10-1969,11.32349033829522
tucapel,11-1969,3.3076661207140443
tucapel,12-1969,5.100966557713372
tucapel,01-1970,4.4111779382745375
tucapel,02-1970,5.941730473290411
tucapel,03-1970,1.8768735048542586
tucapel,04-1970,7.396016871911038
tucapel,05-1970,4.906937877389913
tucapel,06-1970,34.51443299429964
tucapel,07-1970,32.557194650352315
tucapel,08-1970,47.761958950714096
tucapel,09-1970,15.67580786958509
tucapel,10-1970,13.265498820397008
tucapel,11-1970,11.502706521078437
tucapel,12-1970,17.724368932874224
tucapel,01-1971,7.366511381752547
tucapel,02-1971,25.57487674439143
tucapel,03-1971,9.058752482323928
tucapel,04-1971,0.5179000636392797
tucapel,05-1971,20.707214221841515
tucapel,06-1971,6.015613812635909
tucapel,07-1971,42.89350926668851
tucapel,08-1971,46.67236170327032
tucapel,09-1971,13.73642739435524
tucapel,10-1971,14.9703200225349
tucapel,11-1971,7.087014131958968
tucapel,12-1971,4.113051831430683
tucapel,01-1972,9.894323354988382
tucapel,02-1972,12.611159608924446
tucapel,03-1972,0.953737953567884
tucapel,04-1972,4.068217373886272
tucapel,05-1972,15.107436390927138
tucapel,06-1972,196.80895573442413
tucapel,07-1972,201.11752270779766
tucapel,08-1972,162.6342006598311
tucapel,09-1972,141.53969217308952
tucapel,10-1972,136.1748690475807
tucapel,11-1972,133.88916158621825
tucapel,12-1972,159.67525116622406
tucapel,01-1973,20.90758431495004
tucapel,02-1973,16.420990431306492
tucapel,03-1973,9.04751402340523
tucapel,04-1973,4.441848215524843
tucapel,05-1973,34.28070576305537
tucapel,06-1973,12.728826131840838
tucapel,07-1973,28.688535410665427
tucapel,08-1973,13.217411930983626
tucapel,09-1973,14.489964887942875
tucapel,10-1973,25.28190515759909
tucapel,11-1973,27.700046519597443
tucapel,12-1973,17.907354029044175
tucapel,01-1974,22.851162849757365
tucapel,02-1974,14.84993925242496
tucapel,03-1974,23.70534997944882
tucapel,04-1974,10.330297900232704
tucapel,05-1974,3.069369318660883
tucapel,06-1974,38.47502482762915
tucapel,07-1974,32.03288818202468
tucapel,08-1974,34.035640734118516
tucapel,09-1974,37.28162932245763
tucapel,10-1974,8.646336902544263
tucapel,11-1974,22.53584239791615
tucapel,12-1974,24.679047193103482
tucapel,01-1975,22.354559822074876
tucapel,02-1975,21.025451214491913
tucapel,03-1975,20.00883356097323
tucapel,04-1975,21.373147782175305
tucapel,05-1975,84.69901906639697
tucapel,06-1975,56.82098485333273
tucapel,07-1975,92.52678745679793
tucapel,08-1975,44.92795137001504
tucapel,09-1975,29.341054006171255
tucapel,10-1975,21.863239174888896
tucapel,11-1975,22.530828410126986
tucapel,12-1975,30.29912262952613
tucapel,01-1976,31.49790988373809
tucapel,02-1976,25.315717831148913
tucapel,03-1976,23.554793084819444
tucapel,04-1976,14.264145131701586
tucapel,05-1976,14.967654938852302
tucapel,06-1976,38.03106302470107
tucapel,07-1976,23.071406608604537
tucapel,08-1976,24.109221186651002
tucapel,09-1976,19.634444028038402
tucapel,10-1976,36.28302411359553
tucapel,11-1976,26.932544312299253
tucapel,12-1976,28.079860024085853
tucapel,01-1977,30.781618789002124
tucapel,02-1977,10.197155271443908
tucapel,03-1977,8.90782423958128
tucapel,04-1977,22.123913498000647
tucapel,05-1977,27.86956361460024
tucapel,06-1977,36.30179559214632
tucapel,07-1977,75.39300404462688
tucapel,08-1977,56.930421755389915
tucapel,09-1977,41.78529360397586
tucapel,10-1977,34.02544701665579
tucapel,11-1977,41.01965979261239
tucapel,12-1977,53.879742264228796
tucapel,01-1978,4.35354077878467
tucapel,02-1978,3.152843081823955
tucapel,03-1978,3.0232043801132145
tucapel,04-1978,13.804358416072073
tucapel,05-1978,33.002151961501205
tucapel,06-1978,37.93241075882484
tucapel,07-1978,117.56511423213621
tucapel,08-1978,38.926257916404715
tucapel,09-1978,84.94341747637523
tucapel,10-1978,99.00691862725894
tucapel,11-1978,34.59013490167025
tucapel,12-1978,6.731353326973776
tucapel,01-1979,11.952291471489746
tucapel,02-1979,19.906721923517956
tucapel,03-1979,27.589262367892644
tucapel,04-1979,6.289399516580117
tucapel,05-1979,14.929036186583897
tucapel,06-1979,28.168218740735913
tucapel,07-1979,56.777890194038456
tucapel,08-1979,90.18189453753322
tucapel,09-1979,89.36311484663906
tucapel,10-1979,60.05577706188167
tucapel,11-1979,65.87879813182532
tucapel,12-1979,49.421138618920764
tucapel,01-1980,27.491362421515106
tucapel,02-1980,22.237945078733077
tucapel,03-1980,19.701151297849744
tucapel,04-1980,45.35245950848227
tucapel,05-1980,98.57035759358389
tucapel,06-1980,125.55043817635385
tucapel,07-1980,108.29219433647636
tucapel,08-1980,79.82592600898631
tucapel,09-1980,42.768969713242114
tucapel,10-1980,33.0576596783593
tucapel,11-1980,32.122370739091345
tucapel,12-1980,23.98403913448006
tucapel,01-1981,18.353378934258032
tucapel,02-1981,23.222172869228125
tucapel,03-1981,20.80548358903163
tucapel,04-1981,24.367689361444235
tucapel,05-1981,114.62796259947076
tucapel,06-1981,85.54681505822309
tucapel,07-1981,76.88783954912515
tucapel,08-1981,57.98246233842729
tucapel,09-1981,44.95057583136762
tucapel,10-1981,33.996778972205725
tucapel,11-1981,23.76907011435643
tucapel,12-1981,17.37504254320768
tucapel,01-1982,36.884220259938914
tucapel,02-1982,27.032526161335888
tucapel,03-1982,31.233165764372437
tucapel,04-1982,15.52623552300713
tucapel,05-1982,54.27901745927473
tucapel,06-1982,105.99832654654328
tucapel,07-1982,172.10063530639118
tucapel,08-1982,56.47743723442542
tucapel,09-1982,62.90916430485839
tucapel,10-1982,90.40555986273105
tucapel,11-1982,64.76680484485318
tucapel,12-1982,48.64284113174385
tucapel,01-1983,23.225614463781252
tucapel,02-1983,27.461962947739558
tucapel,03-1983,24.435307132640823
tucapel,04-1983,30.26417707334743
tucapel,05-1983,30.80024541595604
tucapel,06-1983,106.65166605772026
tucapel,07-1983,55.12933603341276
tucapel,08-1983,37.84173614951599
tucapel,09-1983,34.55478694267801
tucapel,10-1983,26.752911093087555
tucapel,11-1983,24.134448104175583
tucapel,12-1983,23.709854094351464
tucapel,01-1984,37.21176864660266
tucapel,02-1984,31.742052826531676
tucapel,03-1984,28.246851809791785
tucapel,04-1984,24.831828650732493
tucapel,05-1984,36.57737962679044
tucapel,06-1984,51.34039970441068
tucapel,07-1984,109.73910259620752
tucapel,08-1984,26.4813336152926
tucapel,09-1984,34.42034147082235
tucapel,10-1984,36.354967069765394
tucapel,11-1984,122.30851809727501
tucapel,12-1984,36.44938701377657
tucapel,01-1985,31.17250716800004
tucapel,02-1985,29.212854068000023
tucapel,03-1985,32.755463598
tucapel,04-1985,22.887375486000018
tucapel,05-1985,44.740949423451625
tucapel,06-1985,53.13745263100001
tucapel,07-1985,79.80003310097392
tucapel,08-1985,44.61692026399993
tucapel,09-1985,48.602419826000016
tucapel,10-1985,46.72656524027875
tucapel,11-1985,48.249450793999976
tucapel,12-1985,34.60945809599998
tucapel,01-1986,13.586886206000038
tucapel,02-1986,11.661624348000055
tucapel,03-1986,10.915216970000039
tucapel,04-1986,35.770485513
tucapel,05-1986,92.21154452848137
tucapel,06-1986,148.5457045636592
tucapel,07-1986,24.847885901714815
tucapel,08-1986,72.24969508800004
tucapel,09-1986,21.559375416000034
tucapel,10-1986,3.085706720999998
tucapel,11-1986,19.041984766751987
tucapel,12-1986,27.51768714700004
tucapel,01-1987,9.50744444299997
tucapel,02-1987,10.875116643999949
tucapel,03-1987,13.822020651999978
tucapel,04-1987,6.373509112000008
tucapel,05-1987,0.6123119509999829
tucapel,06-1987,11.775070156568296
tucapel,07-1987,56.85218027707534
tucapel,08-1987,67.64417462559275
tucapel,09-1987,36.72901306200002
tucapel,10-1987,37.26677673464406
tucapel,11-1987,17.324476713000003
tucapel,12-1987,13.951879972999993
tucapel,01-1988,19.73449982100003
tucapel,02-1988,20.663445543
tucapel,03-1988,24.940175897999964
tucapel,04-1988,9.05259904899998
tucapel,05-1988,6.946645459999982
tucapel,06-1988,26.437963978726216
tucapel,07-1988,36.64234936697595
tucapel,08-1988,73.843554775834
tucapel,09-1988,34.783646840000024
tucapel,10-1988,12.28581534400001
tucapel,11-1988,4.343662422999957
tucapel,12-1988,17.133021541000012
tucapel,01-1989,30.677227483859944
tucapel,02-1989,21.722669589799093
tucapel,03-1989,21.251365904326335
tucapel,04-1989,16.736532016968475
tucapel,05-1989,18.423470518906132
tucapel,06-1989,29.667940998074652
tucapel,07-1989,31.82699617739922
tucapel,08-1989,23.696871029530026
tucapel,09-1989,18.020270398146515
tucapel,10-1989,12.598396743883573
tucapel,11-1989,16.745139838703917
tucapel,12-1989,27.90285794260215
tucapel,01-1990,23.556823329912124
tucapel,02-1990,22.624159432434936
tucapel,03-1990,21.71585917599595
tucapel,04-1990,27.76335224226217
tucapel,05-1990,21.90799729411485
tucapel,06-1990,30.628099892251743
tucapel,07-1990,20.286139996726163
tucapel,08-1990,35.185936659012256
tucapel,09-1990,51.33616517734553
tucapel,10-1990,26.949672940873246
tucapel,11-1990,22.144681212376547
tucapel,12-1990,23.294551873948052
tucapel,01-1991,33.42611936587773
tucapel,02-1991,23.518884234119025
tucapel,03-1991,24.03936869654741
tucapel,04-1991,13.245325511037091
tucapel,05-1991,94.21232542501826
tucapel,06-1991,47.08108291634243
tucapel,07-1991,52.87478344170547
tucapel,08-1991,43.20650608950197
tucapel,09-1991,43.72271990559632
tucapel,10-1991,30.59871607607998
tucapel,11-1991,32.509153693453996
tucapel,12-1991,36.162284934894
tucapel,01-1992,27.04919167342743
tucapel,02-1992,28.57245500914408
tucapel,03-1992,31.13921980211959
tucapel,04-1992,23.526867814461482
tucapel,05-1992,100.5226556250185
tucapel,06-1992,108.98443519650226
tucapel,07-1992,64.57824243005597
tucapel,08-1992,36.28489977761561
tucapel,09-1992,26.917712370840025
tucapel,10-1992,26.803888192339002
tucapel,11-1992,24.454946309633975
tucapel,12-1992,26.372764677588982
tucapel,01-1993,24.838383472890563
tucapel,02-1993,29.006433556228558
tucapel,03-1993,24.30329506499056
tucapel,04-1993,23.622045162621998
tucapel,05-1993,73.45235058797907
tucapel,06-1993,168.72216858824368
tucapel,07-1993,106.385824694848
tucapel,08-1993,90.5299389715773
tucapel,09-1993,38.692249319352705
tucapel,10-1993,25.787300801052005
tucapel,11-1993,17.81448451242899
tucapel,12-1993,21.58933613451798
tucapel,01-1994,29.50355380610467
tucapel,02-1994,36.207244270184816
tucapel,03-1994,37.43387239058072
tucapel,04-1994,32.839774429881096
tucapel,05-1994,39.249824501126874
tucapel,06-1994,52.69219736981884
tucapel,07-1994,100.59841436946122
tucapel,08-1994,43.90598674475099
tucapel,09-1994,49.79451768192875
tucapel,10-1994,42.21235831424794
tucapel,11-1994,28.38734721889712
tucapel,12-1994,34.020878952238995
tucapel,01-1995,38.31521331921913
tucapel,02-1995,44.24000264870644
tucapel,03-1995,41.36811635776373
tucapel,04-1995,13.671045259824496
tucapel,05-1995,19.947568569223023
tucapel,06-1995,50.91486486547081
tucapel,07-1995,38.20952411170518
tucapel,08-1995,31.36932383782355
tucapel,09-1995,40.8121443323637
tucapel,10-1995,48.49425071247407
tucapel,11-1995,34.46615421426571
tucapel,12-1995,34.99546975364909
tucapel,01-1996,36.45045664642724
tucapel,02-1996,36.34801648368947
tucapel,03-1996,32.94499430017812
tucapel,04-1996,21.75939681302226
